price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,Scored Labels
640000.0,4,2.75,3040,7274,2.0,3,9,2320,720,1986,0,2830,10080,858570.5139313829
755000.0,4,2.5,2660,10452,2.0,3,9,2660,0,1993,0,2890,9025,734896.747692785
295500.0,4,2.5,2830,7350,1.0,3,8,1690,1140,1982,0,2350,7768,671204.5435767527
2175000.0,4,3.0,4750,21701,1.5,5,11,4750,0,1976,0,3120,18551,1475057.4644396096
220000.0,3,1.5,1070,9331,1.0,3,6,1070,0,1956,0,1480,8400,156647.30860204413
278226.0,4,2.5,2390,4639,2.0,3,8,2390,0,2006,0,2390,4521,503475.8714844836
450000.0,3,2.5,2410,4293,2.0,3,7,2410,0,2007,0,2190,5900,427517.4077910767
519000.0,3,2.75,2020,10744,1.0,5,7,1270,750,1954,0,2020,11069,592497.3990725871
568000.0,3,2.5,2740,22499,2.0,3,9,2740,0,1994,0,2710,22499,785261.7757375219
727500.0,2,2.0,1240,9119,1.0,4,7,1240,0,1952,0,1380,9121,418043.49526054075
471000.0,4,1.75,1760,5750,1.0,5,7,1070,690,1962,0,1860,5750,412463.4318714986
836000.0,4,2.5,2450,12987,1.0,4,9,2030,420,1980,0,2730,13685,741122.3704760524
516200.0,3,2.0,2110,5150,1.0,5,6,1080,1030,1919,0,1170,5107,570727.4772094948
308000.0,3,1.0,1980,39150,1.5,3,6,1580,400,1932,0,1860,11811,421915.5948882096
679000.0,4,3.5,3420,49223,2.0,3,9,3420,0,2004,0,3580,49223,875389.533782338
775000.0,4,2.5,2300,6158,2.0,3,9,2300,0,1999,0,2170,6434,628056.44351574
310000.0,3,2.0,1350,11150,1.0,3,7,1110,240,1995,0,1290,10043,205478.3067852985
610000.0,5,2.25,2520,11700,2.0,3,9,2520,0,1977,0,2530,12000,694110.0502603177
382888.0,1,1.0,620,2380,1.0,3,6,620,0,1900,0,980,3570,356032.7157716985
1038000.0,5,2.75,3050,8904,1.0,4,8,1650,1400,1956,0,2920,8904,811866.6866118382
598992.0,5,3.5,3440,6037,2.0,3,9,3440,0,2014,0,3270,6037,804982.392078005
625000.0,3,1.75,3160,76230,1.0,4,8,2160,1000,1978,0,1990,45789,747623.4147417694
630000.0,3,2.5,2680,327135,2.0,3,8,2680,0,1995,0,2020,60080,597836.3790686089
605000.0,4,2.75,1670,6000,1.0,5,7,840,830,1917,0,1100,6000,595510.3220588173
777000.0,4,2.5,3170,9900,2.0,4,8,3170,0,1979,0,2540,12400,768264.8180114981
490000.0,3,2.25,2330,3600,1.5,3,8,2330,0,1971,0,2050,4275,641329.4891364574
330000.0,3,2.5,3040,7232,2.0,3,7,3040,0,2003,0,2760,6926,572670.4800019569
589500.0,4,1.5,1440,3200,1.0,4,7,960,480,1960,0,1650,6400,317581.74533349404
261000.0,3,2.25,1584,2800,2.0,3,7,1584,0,2012,0,1584,2800,231120.76920406055
610000.0,4,2.0,2130,2620,1.5,5,7,1650,480,1919,0,1330,2719,650311.0620223429
290000.0,3,1.0,1150,8145,1.0,4,6,990,160,1932,0,1200,8145,255606.0989452619
650000.0,4,2.75,2610,4160,3.0,5,8,1910,700,1910,0,1470,4140,981362.059162698
545000.0,4,2.0,5461,22880,1.0,4,9,3265,2196,1964,0,1940,10995,1350569.4551325117
695000.0,4,2.5,2830,14538,2.0,3,8,2830,0,2003,0,2270,6939,589936.2466220598
199000.0,3,1.0,1510,9100,1.0,3,7,1510,0,1966,0,1180,7220,289390.2592334916
471001.0,3,1.75,1800,6000,1.0,5,7,900,900,1905,0,1800,3000,692514.1562531341
352000.0,3,0.75,1240,7200,1.0,3,7,1240,0,1947,0,1210,7200,301127.1565122949
810000.0,4,3.5,3980,209523,2.0,3,9,3980,0,2006,0,2220,65775,916852.2542538648
228000.0,2,1.0,1060,6100,1.0,3,6,1060,0,1951,0,1550,9150,204034.56460120832
340000.0,4,1.75,1800,5210,1.0,5,7,1080,720,1979,0,1870,5365,356775.2803584917
295000.0,3,2.0,1830,17321,1.0,4,7,1100,730,1948,0,1450,10706,507755.4963212784
339000.0,4,2.5,1830,8601,2.0,3,7,1830,0,2003,0,1830,5184,274891.30756477977
300000.0,4,1.5,1460,8760,1.0,3,7,1460,0,1958,0,1610,9375,292773.9453389946
535000.0,3,2.5,1970,6634,2.0,3,8,1970,0,1989,0,2090,6176,534110.8158913422
616000.0,3,1.5,1740,9840,1.0,4,8,1740,0,1963,0,1930,9840,528417.7707382567
559000.0,3,1.75,1700,6500,1.0,3,8,1700,0,1967,0,1880,6000,497714.222991611
405000.0,3,2.0,1450,6081,1.0,4,7,1450,0,1969,0,1880,6000,355571.2364829589
374900.0,3,2.5,2480,4950,2.0,3,7,2480,0,2004,0,2230,5298,453019.0569487107
790000.0,4,3.5,2720,3000,2.0,3,9,2250,470,2014,0,1600,4600,692210.0556301754
550000.0,5,2.75,2160,5720,1.0,5,7,1500,660,1950,0,2160,4996,533680.3711553157
622500.0,4,2.5,2980,8107,2.0,3,9,2980,0,2000,0,2750,7760,763579.8628185075
2400000.0,4,4.25,4890,15188,2.0,3,11,3090,1800,1999,0,3470,16201,1502568.5153004243
365000.0,3,2.25,2290,7350,2.0,3,8,2290,0,1988,0,2170,7529,585861.5706558005
459500.0,2,1.5,1170,1079,3.0,3,7,1170,0,2003,0,1170,1116,225094.4904559456
128000.0,3,1.0,910,11117,1.0,3,7,910,0,1955,0,1490,8416,229624.8431669838
262000.0,4,1.5,1840,9009,2.0,3,7,1840,0,1965,0,1390,8025,359257.1845158214
489000.0,3,3.0,3700,10375,2.0,3,9,3700,0,1982,0,2130,9132,1020446.8041881968
675000.0,5,2.0,2420,21000,1.5,3,8,2420,0,1966,0,1940,8085,554554.5205901185
400000.0,4,2.0,2070,10800,2.0,3,7,2070,0,1982,0,1880,10800,372677.8613798735
2950000.0,4,3.5,4860,23885,2.0,3,12,4860,0,1996,0,3580,16054,1551805.588396349
702000.0,4,2.5,3280,5876,2.0,3,7,3280,0,2004,0,2600,5000,556967.1057777295
415000.0,2,1.0,980,4108,1.0,3,7,980,0,1947,0,1500,4046,327725.72905493784
547500.0,4,2.5,2610,7254,1.0,2,8,1610,1000,1975,0,2250,7407,630540.2206657387
391000.0,2,1.0,890,5423,1.0,3,6,890,0,1946,0,1690,5993,197586.74845441722
587000.0,3,2.25,2370,217800,2.0,3,7,2370,0,1979,0,3100,86248,488727.12147801137
749950.0,4,3.5,2630,3757,2.0,3,10,2200,430,2008,0,2620,2699,848734.264519651
255000.0,2,1.0,740,5000,1.0,4,6,740,0,1926,0,1170,4968,252744.74133380537
885000.0,4,2.5,4090,11225,2.0,3,10,4090,0,2005,0,3510,8762,1089224.8744742023
375000.0,4,2.5,1800,8432,1.0,4,7,1200,600,1960,0,1780,8432,435784.50039231486
355000.0,4,1.75,2040,15000,1.0,4,7,1360,680,1967,0,2310,15000,430739.28125288617
1411600.0,2,2.5,3180,9400,2.0,5,10,2610,570,1985,0,3760,9450,1166494.0942545433
189900.0,2,1.0,800,5600,1.0,5,6,800,0,1955,0,1100,6000,172434.71761719254
375900.0,3,2.0,1824,7120,1.0,3,9,1824,0,2010,0,2409,6264,505991.6681097284
688000.0,3,1.5,1760,4880,1.5,3,8,1290,470,1928,0,1840,4998,670232.7967749804
1350000.0,4,3.25,3300,15907,2.0,5,10,3300,0,1985,0,2740,11358,1074989.9016666205
234950.0,3,1.0,1360,9948,1.0,3,6,1360,0,1977,0,1670,8475,111751.14747735707
490000.0,2,1.0,880,6380,1.0,3,7,880,0,1938,1994,1340,6380,391160.0798000718
660000.0,4,2.5,2510,4543,2.0,3,8,2510,0,2002,0,2550,4675,544846.2665161574
1490000.0,4,2.5,2420,18480,1.0,4,9,2420,0,1967,0,3330,19910,787354.9269825418
1125000.0,6,4.0,5330,18116,2.0,3,11,3950,1380,2000,0,4590,16900,1482798.035140601
375000.0,3,1.75,2140,13598,1.5,4,7,1620,520,1970,0,930,10150,464413.04696337413
630000.0,4,2.0,1610,5000,2.0,5,7,1610,0,1946,0,1300,4950,453812.34999872546
780000.0,3,4.0,2080,2250,3.0,3,8,2080,0,1997,0,2080,2250,625890.814576894
557000.0,4,1.75,2660,11315,2.0,4,8,2660,0,1983,0,1980,11315,609697.361648523
270000.0,3,1.0,1130,7920,1.0,3,7,1130,0,1961,0,1390,8580,244262.14346022927
1045000.0,4,3.0,3560,4000,3.0,3,9,2970,590,1996,0,1190,4000,910656.3814023044
770000.0,5,1.5,2160,5000,1.5,4,8,2160,0,1926,0,1450,4265,644567.905040034
650000.0,3,2.0,1840,3075,1.0,5,7,920,920,1928,0,1480,3774,615948.0163529447
1150000.0,6,4.5,6040,219542,2.0,3,11,4100,1940,1996,0,2010,32362,1577001.6834705144
483000.0,2,1.75,1400,4720,1.0,4,7,820,580,1927,0,1330,6786,544625.0126068398
799950.0,4,2.5,3320,7429,2.0,3,9,3320,0,2014,0,1840,7429,747356.8864628084
1400000.0,5,3.75,3700,7920,3.0,3,9,2900,800,1983,0,2860,6360,1019099.0620567221
250000.0,3,1.0,1520,7800,1.0,4,7,1120,400,1967,0,1740,8000,333786.6028252407
235000.0,2,1.0,910,7617,1.0,3,6,910,0,1936,0,1310,6624,227971.93507192703
269500.0,2,1.0,930,4000,1.0,3,6,730,200,1943,0,1100,5000,205380.11674947245
499000.0,2,1.5,1110,957,2.0,3,8,930,180,2005,0,1680,1104,318049.69444006134
1306000.0,5,2.5,2770,8100,2.0,3,9,2770,0,2002,0,2070,8100,646328.4014848284
320000.0,4,1.5,2220,6811,1.0,4,7,1270,950,1961,0,1800,7350,471387.485493378
425000.0,3,2.5,2540,5612,2.0,3,9,2540,0,1999,0,2380,6303,729979.5452763175
285000.0,2,1.0,780,5000,1.0,4,6,780,0,1943,0,1030,5000,191855.51974168827
192950.0,3,1.0,1170,3330,2.0,4,6,1170,0,1969,0,1090,3330,144191.05055366107
775000.0,4,2.75,3500,6226,2.0,3,9,3500,0,2004,0,3480,7222,875762.372431946
223000.0,3,2.0,1310,8440,1.0,5,6,1310,0,1951,0,1790,10775,292072.2766283527
395000.0,2,1.75,1210,1161,2.0,3,8,1210,0,2014,0,1700,2285,309402.88371272734
410000.0,3,2.25,2280,200811,1.0,3,7,2280,0,1978,0,2280,206038,360866.36214736337
525000.0,5,1.0,1280,3876,1.5,3,7,1280,0,1923,0,1420,3825,328807.00277268223
220000.0,4,1.75,1910,8171,1.0,3,7,1910,0,1986,0,1910,7542,290124.6003853753
670000.0,3,1.75,2160,5760,1.0,4,8,1260,900,1954,0,2090,5760,680436.9192055031
205000.0,2,1.75,1740,5100,1.0,3,6,580,1160,1915,0,1440,5100,527985.8817195314
275000.0,3,1.75,1300,20700,1.0,3,7,1300,0,1962,0,1930,37638,306002.8727819903
585000.0,4,2.5,2910,6250,2.0,3,8,2910,0,1999,0,2550,6250,628139.0904088679
1518630.0,4,4.25,3650,5328,1.5,3,9,2330,1320,1907,2014,1710,3600,1365919.652221758
860000.0,3,2.5,2370,55321,3.0,4,8,2370,0,1982,0,2590,41553,676747.557040979
610000.0,5,2.5,3990,3839,1.0,4,8,1990,2000,1962,0,2090,5000,942931.9898816587
810000.0,6,2.75,3970,9500,1.0,4,10,2180,1790,1970,0,2490,9775,1115206.4793826104
452000.0,4,2.25,2590,10002,1.0,4,8,1340,1250,1968,0,1550,10436,668372.4257782479
568000.0,3,1.75,2050,3520,1.0,4,7,1070,980,1977,0,2050,16083,447236.89330324484
560000.0,3,1.75,1570,4375,1.0,3,7,970,600,1940,0,1790,5750,467277.46323408943
1100000.0,2,1.75,2050,11900,1.0,4,8,2050,0,1950,0,2980,11900,726249.9111090016
525000.0,4,2.5,2840,4750,2.0,3,9,2840,0,2002,0,2460,4750,724141.8525376183
1442500.0,2,2.5,2720,16637,1.0,3,10,2160,560,1953,0,2880,7320,1108698.2153313737
300000.0,3,2.5,1020,1570,2.0,3,7,720,300,2004,0,1470,1249,175742.39704093826
775000.0,5,1.0,1860,3040,1.5,3,7,1530,330,1921,0,1910,3600,464262.99795883405
400000.0,4,3.0,2240,7035,2.0,3,7,2240,0,1942,1993,1060,6300,635049.1697766352
1065000.0,3,4.0,3370,8252,2.0,3,10,3370,0,2014,0,3710,8252,1053121.9733441458
1225000.0,3,3.5,3680,11491,2.0,3,11,3680,0,1999,0,3710,10030,1263342.1029120923
212000.0,3,1.5,1060,9225,1.0,4,7,1060,0,1955,0,1270,9375,294849.2265475285
350000.0,3,1.0,1240,10800,1.0,5,7,1240,0,1959,0,1810,10800,324074.0933827297
529950.0,3,1.0,1240,5000,1.5,5,7,1240,0,1909,0,1240,4900,515027.2583188873
721000.0,4,2.0,2280,8339,1.0,4,7,1220,1060,1954,0,1970,8340,539347.7877530789
370037.0,2,1.0,1250,9270,1.0,4,7,1250,0,1948,0,1130,6800,381996.8624170339
605000.0,4,2.5,2800,10786,1.0,3,8,1420,1380,1970,0,2140,10788,709580.3126483285
422000.0,4,2.5,2930,5973,2.0,3,10,2930,0,2008,0,3038,7095,854481.9575895322
559000.0,2,1.0,1240,6400,1.0,4,7,1060,180,1938,0,1240,6400,425943.6032152937
379000.0,4,1.5,1280,5460,1.5,5,7,1080,200,1920,0,1470,5934,463064.63609174814
505000.0,3,1.75,2519,8690,2.0,5,8,2519,0,1973,0,2500,9500,710539.3268326302
685000.0,3,2.5,2520,10175,1.0,3,8,1630,890,1979,0,2220,8388,667884.257539131
800000.0,2,2.25,1730,31491,2.0,4,7,1730,0,1947,1988,1400,12410,618394.3863868612
220000.0,4,1.75,1660,11664,1.0,3,6,1010,650,1952,0,1670,9975,259715.7102660631
485000.0,4,1.0,1210,6380,1.5,3,7,1210,0,1936,0,1340,6380,315478.9839508453
491950.0,3,2.25,2090,10733,1.0,3,7,1440,650,1958,0,1740,8100,515963.84989709454
300000.0,2,1.5,1150,3927,2.0,3,7,1150,0,1982,0,1400,3425,276741.4835122051
555000.0,3,2.5,1940,3211,2.0,3,8,1940,0,2009,0,1880,3078,448974.39330024295
367777.0,5,3.0,2140,5937,1.0,3,7,1280,860,1978,0,1820,6710,388925.6106866334
250000.0,1,1.0,800,16306,1.0,2,6,680,120,1931,0,1270,8666,258705.89346686623
438000.0,5,1.0,1950,6250,1.5,4,7,1450,500,1917,0,1950,6250,520563.5376004344
206135.0,3,1.0,1340,11070,1.0,4,7,1340,0,1978,0,1650,7630,246809.78480208304
425000.0,3,1.0,1240,5750,1.0,4,6,1240,0,1948,0,1240,5750,209951.39923630632
363000.0,4,2.5,2180,9281,2.0,3,8,2180,0,2004,0,2520,9520,473578.06727711996
379950.0,3,3.25,1860,1787,3.0,3,8,1860,0,2007,0,1830,1787,505883.4566835682
384900.0,5,2.5,3090,12750,1.0,3,8,1750,1340,1968,0,1760,25919,697939.3762983077
780000.0,3,2.5,2610,7567,2.0,3,9,2610,0,1997,0,2610,8458,755498.0058324744
355000.0,3,1.0,1650,10075,1.0,3,7,1170,480,1955,0,1690,8125,382415.2861189641
387000.0,3,1.5,1620,21929,2.0,3,7,1620,0,1990,0,1600,21679,275059.65415493026
175000.0,2,1.0,620,6600,1.0,3,6,620,0,1963,0,1050,6600,65895.98729044205
239000.0,4,2.0,1370,8837,1.5,3,7,1370,0,1955,0,1360,9000,319114.8243978459
608000.0,3,2.5,1760,1472,3.0,3,8,1640,120,2006,0,1760,5400,455213.30337926943
649950.0,3,2.5,3310,387684,1.0,3,8,2160,1150,1919,1996,2340,189050,991327.6859383842
650000.0,4,2.5,3040,6587,2.0,3,7,3040,0,2003,0,2740,6587,520073.0972666944
660000.0,3,1.75,1320,5750,1.5,5,7,1320,0,1918,0,1440,5750,536117.4442313657
649950.0,3,2.5,2420,7500,1.0,4,8,1210,1210,1944,0,2340,7500,814887.6109349453
620000.0,3,1.75,1480,2185,2.5,3,9,1480,0,2005,0,1480,2441,470408.13543647854
428400.0,4,2.5,2650,6000,2.0,3,9,2650,0,2000,0,2630,6381,700929.3028587629
1050000.0,4,2.5,3260,5974,2.0,3,9,2820,440,2007,0,2260,6780,786221.9202060828
95000.0,2,1.0,1070,20450,1.0,2,6,1070,0,1948,0,1360,15581,187023.27517925657
368500.0,5,1.75,2810,9360,1.0,4,7,1520,1290,1965,0,1770,9360,529944.9053178931
1881580.0,5,3.5,4410,13000,2.0,3,10,2920,1490,2014,0,5790,12969,1207843.9211617124
760250.0,5,2.75,2540,8250,1.0,4,7,1440,1100,1953,0,2540,11000,589205.219555095
345000.0,3,1.0,1200,6628,1.0,4,7,1200,0,1952,0,1330,6768,311241.77755187266
555000.0,3,1.5,1740,4200,1.5,4,7,1640,100,1920,0,1660,3750,582196.3354866685
1288000.0,5,4.0,4050,11358,2.0,4,10,2780,1270,1980,0,3120,13555,1234729.1825457385
595000.0,4,2.5,2910,7287,2.0,3,8,2910,0,1998,0,2420,6180,628279.9112674873
323000.0,5,2.5,2500,13034,1.0,3,7,1300,1200,1962,0,2440,13300,513560.12299067806
346150.0,3,2.0,2140,7200,1.0,4,8,1480,660,1966,0,2070,7220,635754.1921694808
169000.0,3,1.0,910,7686,1.0,3,7,910,0,1969,0,1020,7686,164094.37814295536
490000.0,4,3.0,2640,5267,2.0,3,7,2640,0,2001,0,2640,5670,476124.47667137603
699000.0,3,2.0,1820,4080,2.0,3,8,1820,0,1937,1987,2160,5400,735408.5960653287
900000.0,2,1.0,1240,5500,1.0,3,7,1240,0,1954,0,2080,4400,364611.22281745705
721000.0,3,2.25,2680,10440,1.0,3,8,1540,1140,1963,0,2140,7560,750239.7469041005
337500.0,5,2.5,2070,4698,2.0,3,7,2070,0,1999,0,2010,4698,286922.29303195956
350000.0,4,2.25,1780,10416,1.0,5,7,1060,720,1963,0,1780,9975,432035.80320008926
248000.0,3,1.0,1420,8800,1.0,4,6,1090,330,1981,0,1480,8000,131824.22310044587
230500.0,2,1.0,740,8853,1.0,3,6,740,0,1943,0,850,8775,156495.57782333734
279000.0,3,2.25,2070,7800,1.0,3,7,1170,900,1964,0,1570,8400,491204.81141906057
561000.0,4,2.5,2570,5250,2.0,3,8,2570,0,1990,0,2260,5392,592603.5771803828
365500.0,4,2.5,2030,4499,2.0,3,8,2030,0,2003,0,2030,4539,439166.2717050734
1205000.0,5,4.25,4420,13497,2.0,3,11,3510,910,2000,0,4220,12015,1361564.1979291653
890000.0,4,2.0,1480,11171,1.5,4,6,1480,0,1947,0,2790,20680,302197.5068277159
485000.0,3,2.5,3110,9015,2.0,3,9,3110,0,1990,0,2650,8960,873821.8585257435
785000.0,4,2.25,3200,53357,2.0,4,9,3200,0,1972,0,2650,54014,889377.9993075638
339999.0,4,2.0,1740,6369,1.0,5,6,870,870,1954,0,1560,7200,324499.8793922872
427000.0,2,1.0,920,3780,1.0,3,6,920,0,1910,0,1570,2640,337587.23089854454
850000.0,4,3.75,3890,22000,2.0,3,10,3890,0,2007,0,1610,23142,1043055.8681357249
590000.0,4,3.5,3450,6873,2.0,3,10,2750,700,2004,0,3450,6873,1040952.7236589254
1250000.0,4,3.0,3310,217800,1.5,3,9,3310,0,1989,0,2810,217800,756077.4799018439
838400.0,4,2.5,2620,9525,2.5,4,9,2620,0,1974,0,2580,9525,825973.741976547
359950.0,4,3.5,2690,5564,2.0,3,7,2690,0,2007,0,2210,4046,474996.91581856227
529000.0,5,2.5,2380,91476,1.0,4,8,1580,800,1976,0,1880,12870,552819.8945979644
550000.0,4,2.75,2230,9460,1.0,5,7,1480,750,1960,0,1760,10878,548711.035221489
612500.0,4,2.5,2730,12261,2.0,3,9,2730,0,1991,0,2730,10872,749677.5026676462
770000.0,3,3.5,2050,21744,2.0,4,9,1750,300,1930,0,2300,12200,971217.0062227654
905000.0,3,2.5,2930,9280,2.0,4,10,2930,0,1988,0,2730,10090,992851.0887438231
352000.0,4,1.5,1440,8680,1.5,3,7,1440,0,1922,0,1440,9000,435203.9150348671
330000.0,2,1.0,860,8308,1.0,4,7,860,0,1948,0,1310,8308,315226.1368460852
469500.0,4,2.75,1930,13041,1.0,4,8,1180,750,1980,0,1880,10234,522917.63992421783
776000.0,2,2.0,1990,6180,1.0,4,7,1010,980,1941,0,1470,5150,625900.2309508661
500000.0,3,1.75,1530,14633,1.0,3,7,1100,430,1977,0,1780,8100,313920.6195244654
389000.0,4,1.75,2400,7700,1.5,4,7,1500,900,1927,0,1530,7700,650003.2002181915
255000.0,3,1.0,960,8100,1.0,3,7,960,0,1955,0,1120,8100,228668.07405312464
575000.0,2,1.0,1490,6000,1.0,3,7,1090,400,1946,0,1590,6000,435981.1202253449
360000.0,4,2.25,2620,8100,1.0,4,7,1550,1070,1964,0,1650,8100,566736.3649671151
626000.0,3,2.25,1810,5107,2.0,3,8,1810,0,1989,0,1760,5454,484374.83356091205
988000.0,4,3.0,4040,19700,2.0,3,11,4040,0,1987,0,3930,21887,1297933.1653571723
540000.0,5,3.0,3610,9775,2.0,3,8,3610,0,2003,0,2800,8582,717511.2284972535
595000.0,4,2.5,2030,10722,1.0,3,7,1100,930,1967,0,1610,9134,433523.4348275312
608000.0,4,2.75,2490,9714,1.0,4,8,1400,1090,1983,0,2060,15300,624697.4769799098
388000.0,4,2.5,2090,5040,2.0,3,9,2090,0,2014,0,1430,12000,509502.52257264126
399950.0,4,2.75,3210,41689,1.0,4,8,1610,1600,1989,0,2100,41384,732149.0657180662
360000.0,2,1.0,1120,12625,1.0,3,7,1120,0,1940,0,1880,6828,388499.78508904134
1237500.0,4,3.25,5180,49936,2.0,4,10,5180,0,1991,0,4240,35363,1401740.7302708896
1227500.0,4,2.5,3180,10319,2.0,4,11,3180,0,1986,0,3130,12120,1125520.4046170847
394999.0,3,1.5,1730,7800,1.0,3,7,1330,400,1958,0,1780,8309,409732.55300168076
287000.0,3,2.5,1600,6315,2.0,3,8,1600,0,2013,0,1608,4300,363550.70480105525
460458.0,4,2.5,3284,6516,2.0,3,8,3284,0,2014,0,2555,5008,640369.5983181839
375000.0,3,2.5,1580,2407,2.0,3,8,1580,0,2013,0,1580,2212,360386.1757245228
491500.0,3,2.25,1560,12000,1.0,4,7,1110,450,1968,0,2190,4612,411823.00565565366
585083.0,5,2.75,2910,36250,1.0,3,8,1590,1320,1977,0,2910,37376,667600.0620125079
490000.0,4,2.5,2360,4367,2.0,3,8,2360,0,2003,0,2360,4868,508334.88890384906
563000.0,3,2.75,2340,16500,1.0,4,8,1500,840,1972,0,2210,15251,688788.7650851135
389500.0,3,2.5,1350,874,3.0,3,8,1270,80,2006,0,1350,886,370474.55250549957
1538000.0,3,2.25,2880,7599,1.0,3,9,1710,1170,1958,2002,2920,12401,1001081.6154211226
570000.0,3,1.75,1260,3328,1.0,5,6,700,560,1905,0,1380,3536,451822.9980900276
205000.0,4,2.0,2200,13320,1.0,3,6,1100,1100,1944,0,1330,6099,404054.1805381563
1980000.0,4,3.5,4500,44384,1.0,3,12,3340,1160,1990,0,2540,26287,1473932.606379788
425000.0,3,1.5,1400,1022,3.0,3,8,1400,0,2007,0,1270,1205,324132.35003141686
249900.0,3,2.5,1610,3517,2.0,3,8,1610,0,2005,0,1830,2889,402671.39662117173
1815000.0,5,3.0,3880,13000,2.0,3,10,3880,0,1972,2003,3470,13701,1196915.2760855444
255000.0,2,1.5,920,1598,2.0,3,7,920,0,1995,0,1110,1598,178671.75527825742
475000.0,4,3.5,3660,14401,2.0,3,10,2660,1000,1994,0,2780,10653,1103586.552953613
1170000.0,5,2.75,3090,12031,1.0,5,9,1600,1490,1968,0,2280,10800,899698.6608487947
175000.0,2,1.0,1170,8925,1.0,3,6,1170,0,1911,0,1380,7440,371278.63402682217
509000.0,4,2.0,1630,1724,1.5,3,6,1030,600,1915,1970,1780,3810,478728.7112340295
552500.0,3,1.5,1300,1435,2.0,3,8,1120,180,2007,0,1320,1652,282478.5207314375
252000.0,3,1.5,1150,13200,1.0,3,7,1150,0,1956,0,1220,13066,283065.654628356
250000.0,4,3.0,1800,2500,2.0,3,7,1800,0,2000,0,1830,6900,303694.48475818604
530000.0,3,2.5,3150,21893,2.0,3,9,3150,0,2006,0,2280,21886,802919.1174612085
389000.0,5,2.0,2330,10750,1.0,4,7,1190,1140,1962,0,1830,10180,463027.6729260993
515000.0,3,1.75,1600,20873,1.0,3,8,1600,0,1955,0,2640,18364,538967.455786756
924000.0,5,2.75,3210,8001,2.0,3,9,3210,0,2014,0,3190,6624,725045.7812065994
465000.0,3,1.5,1270,5112,1.0,3,7,1270,0,1950,0,1580,5080,342228.6080793515
110000.0,3,1.0,1250,53143,1.0,5,6,1250,0,1945,0,1820,217800,145461.8979117651
539000.0,3,2.25,1540,5338,1.0,5,7,770,770,1954,0,1680,6525,475080.86108754366
936000.0,7,3.75,5100,21802,2.0,3,10,3640,1460,2001,0,3350,10005,1222211.3679128129
550000.0,3,1.0,1130,7500,1.0,3,7,880,250,1947,0,2190,5250,327691.48925144714
494950.0,2,1.75,2220,33000,1.0,4,8,2220,0,1970,0,2220,33000,648335.4140585788
370000.0,3,1.0,800,2296,1.0,4,6,800,0,1908,0,1480,1472,290087.5365589997
162500.0,3,1.5,1390,7417,1.0,3,7,1390,0,1967,0,1390,7665,293065.111156457
399000.0,3,1.0,990,4250,1.0,4,7,840,150,1924,0,990,4500,374407.72624395124
549000.0,2,1.0,1140,5400,1.0,5,7,1140,0,1908,0,1520,4800,546122.1195333542
750000.0,5,2.5,3120,15593,2.0,3,11,3120,0,1986,0,3390,17003,1045935.4333405669
555000.0,4,2.25,3330,21785,2.0,3,9,3330,0,1994,0,3330,21796,846422.9880727122
542000.0,2,2.25,1800,2819,2.0,4,9,1800,0,1979,0,1800,2755,717862.9868426255
204950.0,2,0.75,1130,11429,1.0,3,7,1130,0,1956,0,1550,10700,306806.13534904143
330000.0,2,2.5,1240,1546,2.0,3,7,1240,0,2007,0,1520,2468,249839.84902979096
174000.0,2,1.0,600,4854,1.0,5,6,600,0,1922,0,1470,5000,271620.2995982772
784500.0,4,5.0,5820,13906,2.0,3,11,3750,2070,1993,0,2980,13000,1724977.427317534
518000.0,3,2.5,1680,2096,2.0,3,8,1380,300,2008,0,1360,2096,399048.83928906894
575000.0,3,2.5,1750,4797,2.0,4,7,1750,0,1991,0,1750,4293,377174.85956986446
385000.0,3,2.25,1630,1598,3.0,3,8,1630,0,2008,0,1320,1605,398828.1125345413
430000.0,4,1.75,1570,7650,1.0,3,7,1100,470,1975,0,1580,7650,272452.2059626982
824000.0,4,3.5,3650,57538,2.0,3,10,3650,0,1996,0,3730,56257,1069397.6690498209
550000.0,3,2.5,2010,2261,2.0,3,8,1390,620,2014,0,1690,1899,453953.0492204535
275000.0,3,1.0,1080,6000,1.0,4,7,1080,0,1952,0,1200,7210,285536.60866213485
555000.0,4,2.75,2600,19275,1.0,3,8,1620,980,1978,0,2230,10119,647096.8510787082
769000.0,5,2.25,3320,13138,1.0,4,9,1900,1420,1964,0,2820,13138,924250.096450123
255000.0,4,2.0,2560,12155,1.0,4,7,1350,1210,1960,0,1790,11906,564412.4723103364
454450.0,4,3.0,2810,6000,2.0,3,9,2810,0,2007,0,2790,6000,731909.4353285332
595000.0,4,1.75,1880,4080,1.0,3,7,940,940,1924,0,1410,4080,530887.037588285
243500.0,4,2.0,1610,6200,1.0,4,7,1610,0,1979,0,1610,7500,286327.46287642315
215000.0,3,1.75,1280,10016,1.0,4,7,1280,0,1975,0,1670,9764,282097.76799000835
610000.0,4,3.5,2910,5260,2.0,3,9,2910,0,2012,0,2910,5260,758619.3434187849
235000.0,2,1.0,670,5600,1.0,3,6,670,0,1903,0,1960,7176,326924.4425925026
389000.0,3,2.0,2080,12972,1.0,4,7,1250,830,1981,0,1530,10089,433862.8836286216
